Player ID,Player Name,Short Name,Position,Position Code,Birth Date,Age,Age Group,Jersey Number,Matches Played,Minutes Played,Minutes per Appearance,Goals,Assists,Attempts at Goal,Attempts on Target,Goal Conversion Rate,Passes,Passes Completed,Passing Accuracy,Fouls Against,Fouls Against per 90,Fouls For,Fouls For per 90,xG,xG Efficiency,Made Appearance?,Attempts >= 3?,Passes >= 50?,Minutes >= 90?,Non-GK?,Forward?,Assignment Population Eligible?,Task 2 Eligible?,Task 3 Eligible?,FIFA AttemptAtGoalAgainstOnTarget,FIFA AttemptAtGoalBlocked,FIFA AttemptAtGoalFromBallProgression,FIFA AttemptAtGoalFromCorner,FIFA AttemptAtGoalFromCross,FIFA AttemptAtGoalFromFreeKicks,FIFA AttemptAtGoalFromOther,FIFA AttemptAtGoalFromPass,FIFA AttemptAtGoalFromPenalty,FIFA AttemptAtGoalFromRebound,FIFA AttemptAtGoalInsideThePenaltyArea,FIFA AttemptAtGoalInsideThePenaltyAreaOnTarget,FIFA AttemptAtGoalOffTarget,FIFA AttemptAtGoalOutsideThePenaltyArea,FIFA AttemptAtGoalOutsideThePenaltyAreaOnTarget,FIFA AttemptedBallProgressions,FIFA AttemptedSwitchesOfPlay,FIFA AvgSpeed,FIFA CompletedBallProgressions,FIFA CompletedSwitchesOfPlay,FIFA Corners,FIFA Crosses,FIFA CrossesCompleted,FIFA DefensivePressuresApplied,FIFA DirectDefensivePressuresApplied,FIFA DirectFreeKicks,FIFA DirectRedCards,FIFA DistanceHighSpeedRunning,FIFA DistanceHighSpeedSprinting,FIFA DistanceJogging,FIFA DistanceLowSpeedSprinting,FIFA DistanceWalking,FIFA DistributionsCompletedUnderPressure,FIFA DistributionsUnderPressure,FIFA ForcedTurnovers,FIFA FreeKicks,FIFA GoalkeeperDefensiveActionsInsidePenaltyArea,FIFA GoalkeeperDefensiveActionsOutsidePenaltyArea,FIFA GoalkeeperSavePercentage,FIFA GoalkeeperSaves,FIFA GoalkeeperSavesOnTarget,FIFA GoalKicks,FIFA GoalsFromDirectFreeKicks,FIFA GoalsInsideThePenaltyArea,FIFA GoalsOutsideThePenaltyArea,FIFA HeadedAttemptAtGoal,FIFA IndirectFreeKicks,FIFA IndirectRedCards,FIFA LinebreaksAttempted,FIFA LinebreaksAttemptedAllLines,FIFA LinebreaksAttemptedAttackingAndMidfieldLine,FIFA LinebreaksAttemptedAttackingLine,FIFA LinebreaksAttemptedAttackingLineCompleted,FIFA LinebreaksAttemptedAttackingLineCompletedOnly,FIFA LinebreaksAttemptedAttackingLineOnly,FIFA LinebreaksAttemptedCompleted,FIFA LinebreaksAttemptedDefensiveLine,FIFA LinebreaksAttemptedDefensiveLineCompleted,FIFA LinebreaksAttemptedDefensiveLineCompletedOnly,FIFA LinebreaksAttemptedDefensiveLineOnly,FIFA LinebreaksAttemptedMidfieldAndDefensiveLine,FIFA LinebreaksAttemptedMidfieldLine,FIFA LinebreaksAttemptedMidfieldLineCompleted,FIFA LinebreaksAttemptedMidfieldLineCompletedOnly,FIFA LinebreaksAttemptedMidfieldLineOnly,FIFA LinebreaksAttemptedUnderPressure,FIFA LinebreaksCompletedAllLines,FIFA LinebreaksCompletedAttackingAndMidfieldLine,FIFA LinebreaksCompletedMidfieldAndDefensiveLine,FIFA LinebreaksCompletedUnderPressure,FIFA NumberOfInvolvements,FIFA NumberOfPossessionSequences,FIFA NumberOfShotEndingSequences,FIFA OffersToReceiveInBehind,FIFA OffersToReceiveInBetween,FIFA OffersToReceiveInFront,FIFA OffersToReceiveInside,FIFA OffersToReceiveOutside,FIFA OffersToReceiveTotal,FIFA Offsides,FIFA OwnGoals,FIFA Penalties,FIFA PenaltiesScored,FIFA ReceivedOffersToReceive,FIFA ReceptionsBetweenMidfieldAndDefensiveLine,FIFA ReceptionsInBehind,FIFA ReceptionsUnderDirectPressure,FIFA ReceptionsUnderIndirectPressure,FIFA ReceptionsUnderNoPressure,FIFA ReceptionsUnderPressure,FIFA RedCards,FIFA SpeedRuns,FIFA Sprints,FIFA SubstitutionsIn,FIFA SubstitutionsOut,FIFA TakeOnsCompleted,FIFA Threat,FIFA ThrowIns,FIFA TopSpeed,FIFA TotalDistance,FIFA YellowCards,FIFA Source URL
403063,Axel Tuanzebe,TUANZEBE,Defender,DF,14/11/1997,28,Older,4,4,409.6,102.4,0,0,0,0,,155,140,90.30%,3,0.66,3,0.66,0,,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5.588626266,5,2,0,0,0,20,10,4,0,3563.7099,566.1800003,15714.08984,1492.429993,16867.19971,52,66,6,4,0,0,0,0,0,12,0,0,0,0,0,0,43,0,11,31,21,20,20,23,0,0,0,0,0,12,2,1,1,31,0,1,0,17,314,125,3,2,5,41,30,18,48,0,0,0,0,24,0,0,3,46,94,49,0,311,128,0,0,0,0.270389246,1,31.36798096,38203.61035,0,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics
335999,Aymeric LAPORTE,LAPORTE,Defender,DF,27/05/1994,32,Older,14,8,824.1,103,0,1,5,2,0.00%,660,618,93.60%,5,0.55,4,0.44,0.36,0.00x,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,2,1,0,0,2,0,0,3,2,3,2,0,17,8,5.798022747,17,8,0,0,0,34,4,10,0,7926.539856,708.8499947,32810.90088,2683.049988,35442.76172,150,189,21,18,0,0,0,0,0,16,0,0,0,3,8,0,222,8,24,112,95,77,80,181,12,7,0,0,4,98,79,57,62,73,3,15,4,48,1378,457,36,6,3,88,43,54,97,0,0,0,0,48,5,0,7,64,562,71,0,695,204,0,2,0,1.246931791,3,33.0218544,79572.10156,1,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics
510991,AYOUB ALOUI,AYOUB,Defender,DF,11/03/2005,21,Younger,13,2,170.8,85.4,0,0,0,0,,28,11,39.30%,1,0.53,0,0,0,,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.755235195,1,0,0,1,0,38,5,0,0,1934.97998,198.2600021,6510.389404,648.519989,6620.139648,3,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,2,12,2,1,6,4,4,0,0,0,0,9,2,1,3,19,0,1,0,3,57,33,1,4,12,7,2,21,23,0,0,0,0,4,2,1,1,10,12,11,0,170,55,0,1,0,0.033668425,9,32.05351257,15912.29053,0,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics
405527,Ayumu SEKO,SEKO,Defender,DF,7/06/2000,26,Younger,20,2,97.7,48.8,0,0,0,0,,50,42,84.00%,1,0.92,0,0,0,,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.045259356,0,0,0,0,0,3,2,0,0,1257.460052,109.1900034,4188.439758,326.8600006,3830.959961,7,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,4,9,4,2,3,10,2,0,0,0,0,11,6,4,5,15,0,2,0,6,107,35,1,1,0,6,4,3,7,0,0,0,0,3,2,0,1,8,43,9,0,105,26,1,1,0,0.092083046,0,29.20442581,9712.909912,0,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics
349342,Aziz BEHICH,BEHICH,Defender,DF,16/12/1990,35,Older,16,3,245.4,81.8,0,0,1,1,0.00%,82,60,73.20%,1,0.37,4,1.47,0.02,0.00x,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,5,1,5.037296772,5,1,0,6,1,55,7,1,0,4027.960052,482.7699966,11895.39063,1440.849998,9006.360046,32,59,9,1,0,0,0,0,0,0,0,0,0,0,0,0,24,0,4,11,8,6,7,15,1,0,0,1,0,12,7,5,8,14,0,2,0,9,178,93,4,24,30,15,8,61,69,0,0,0,0,23,17,4,4,41,31,45,0,341,105,1,0,1,0.851414985,23,32.9163475,26853.33179,0,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics
367536,Baba RAHMAN,BABA,Defender,DF,2/07/1994,31,Older,17,1,1.4,1.4,0,0,0,0,,0,0,,0,0,0,0,0,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83274889,0,0,0,0,0,0,0,0,0,27.85000038,0,50.75,32.40999985,57.95999908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0.003741854,0,23.70959282,168.9700012,0,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics
475260,Behruzjon KARIMOV,KARIMOV,Defender,DF,7/08/2007,18,Younger,24,2,203.1,101.5,0,0,2,0,0.00%,55,43,78.20%,8,3.55,4,1.77,0.03,0.00x,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,10,2,4.075649261,8,0,0,2,1,55,7,1,0,2788.539917,479.6999817,8469.390137,1348.070007,7585.410156,32,46,5,1,0,0,0,0,0,0,0,0,0,0,0,0,22,2,3,10,4,4,5,7,3,1,1,1,0,9,2,2,4,13,0,0,0,5,125,62,7,8,42,10,7,53,60,0,0,0,0,22,12,1,0,30,30,30,0,233,107,0,1,5,0.346411288,7,32.1999855,20671.11035,0,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics
385067,BOUALEM KHOUKHI,KHOUKHI,Defender,DF,9/07/1990,35,Older,16,3,310.3,103.4,0,0,2,0,0.00%,117,94,80.30%,2,0.58,1,0.29,0.07,0.00x,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,1,0,1,0,0,0,0,2,2,0,2,3,4.916158676,2,3,0,1,0,21,12,8,0,2664.799988,191.0700073,9966.230469,635.9099884,11952.02026,29,45,5,9,0,0,0,0,0,12,0,0,0,0,1,0,58,7,8,32,22,15,17,34,8,2,0,1,0,18,10,3,3,36,2,5,0,18,236,106,6,4,5,18,17,10,27,0,0,0,0,15,6,0,1,12,88,13,0,226,62,0,0,0,0.416395595,0,31.57492638,25410.02979,0,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics
419225,Bradley Cross,CROSS,Defender,DF,30/01/2001,25,Younger,26,0,0,,0,0,0,0,,0,0,,0,,0,,0,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics
448360,Brandon MECHELE,MECHELE,Defender,DF,28/01/1993,33,Older,4,6,651.5,108.6,0,0,5,1,0.00%,399,369,92.50%,9,1.24,2,0.28,0.39,0.00x,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0,1,0,0,1,0,0,3,0,0,5,1,3,0,0,15,2,6.314115604,15,2,0,0,0,48,15,7,0,9788.159912,931.3300018,31976.36963,2902.100006,22811.05029,120,153,16,8,0,0,0,0,0,0,0,0,0,4,1,0,116,2,21,60,45,33,37,85,4,2,1,1,1,52,38,26,28,67,1,11,0,46,842,299,27,5,5,73,37,46,83,0,0,0,0,40,9,1,10,61,325,71,0,806,227,0,0,1,0.761427984,2,30.84684753,68409.00977,1,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics
431889,BREMER,BREMER,Defender,DF,18/03/1997,29,Older,14,0,0,,0,0,0,0,,0,0,,0,,0,,0,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics
401167,Caglar SOYUNCU,ÇAĞLAR,Defender,DF,23/05/1996,30,Older,4,1,15.5,15.5,0,0,0,0,,4,3,75.00%,0,0,0,0,0,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.796919823,0,0,0,0,0,1,1,0,0,105.0300064,0,553.0100098,32.34999847,704.1199951,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,2,0,0,0,4,3,1,4,0,0,0,0,2,0,0,0,1,3,1,0,9,3,1,0,0,0.030823397,0,24.15504456,1394.51001,0,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics
419567,Callan ELLIOT,ELLIOT,Defender,DF,7/07/1999,26,Younger,24,1,18.1,18.1,0,0,0,0,,6,4,66.70%,0,0,0,0,0,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.065570672,0,0,0,0,0,4,1,0,0,176.6000061,49.52000046,817.960083,86.25000763,745.3999634,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,2,1,0,0,2,0,0,0,0,0,3,1,0,1,2,0,1,0,2,11,6,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3,0,3,0,19,8,1,0,0,0.019161966,3,30.89660263,1875.730103,0,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics
382312,Cameron BURGESS,BURGESS,Defender,DF,21/10/1995,30,Older,21,2,152.5,76.2,0,0,0,0,,56,45,80.40%,0,0,0,0,0,,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.90174973,1,0,0,0,0,14,9,6,0,1818.98999,197.220005,6431.200073,430.3800049,6157.85022,17,24,2,6,0,0,0,0,0,0,0,0,0,0,0,0,23,1,4,14,10,8,9,14,2,1,0,0,1,7,3,0,1,10,0,2,1,7,113,41,2,0,1,8,3,6,9,0,1,0,0,4,0,0,5,15,31,20,0,147,33,0,1,0,0.15848146,0,34.20323563,15035.63965,0,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics
441132,Carl STARFELT,STARFELT,Defender,DF,1/06/1995,31,Older,15,1,10.1,10.1,0,0,0,0,,12,11,91.70%,0,0,0,0,0,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.663747072,0,0,0,0,0,0,0,0,0,116.1500015,7.190000057,562.5300293,48.31000137,382.480072,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,8,3,1,0,0,0.114701256,0,26.32164383,1116.660034,0,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics
397775,Carlens ARCUS,ARCUS,Defender,DF,28/06/1996,29,Older,2,3,171.9,57.3,0,0,0,0,,61,54,88.50%,5,2.62,3,1.57,0,,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.069989522,0,0,0,2,1,34,11,0,0,2673.579834,350.719986,7234.160217,1253.759933,6494.340027,23,29,12,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,1,1,1,9,1,0,0,1,0,11,8,8,11,8,0,0,0,6,124,54,3,11,25,5,10,31,41,2,0,0,0,10,11,0,2,8,46,10,0,247,86,1,1,0,0.336364266,10,30.18128014,18006.5603,1,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics
418729,Carlos HARVEY,HARVEY,Defender,DF,3/02/2000,26,Younger,14,3,295.2,98.4,0,0,5,0,0.00%,107,85,79.40%,8,2.44,3,0.91,0.29,0.00x,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,1,1,0,1,1,0,0,4,0,3,1,0,8,6,6.817519665,4,4,0,1,0,53,19,1,0,5067.219971,399.9299927,16576.03857,1664.26004,9866.129883,50,73,28,1,0,0,0,0,0,0,0,0,0,2,0,0,41,1,6,14,9,6,7,25,3,1,0,0,2,24,15,11,15,20,0,3,1,13,255,122,9,10,45,39,63,31,94,0,0,0,0,25,23,3,7,50,66,57,0,446,118,0,1,4,0.666239575,2,32.81644058,33573.58008,1,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics
511828,CASTROP Jens,JENS,Defender,DF,29/07/2003,22,Younger,23,1,51,51,0,0,0,0,,30,27,90.00%,3,5.29,0,0,0,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2.162239234,1,1,0,4,1,13,5,0,0,555.5900269,168.1799927,2484.129883,361.8599854,1950.029785,19,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,2,2,1,1,5,2,2,1,1,0,2,1,0,1,5,1,0,0,4,65,27,2,4,15,0,3,16,19,0,0,0,0,4,13,3,0,12,18,12,0,40,32,1,0,1,0.936207056,5,31.24021721,5519.790039,0,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics
441242,Cesar BLACKMAN,BLACKMAN,Defender,DF,2/04/1998,28,Older,2,2,187.2,93.6,0,0,2,1,0.00%,79,69,87.30%,2,0.96,2,0.96,0.08,0.00x,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0,1,0,0,0,0,0,2,0,0,2,1,0,0,0,5,0,3.913240115,4,0,0,0,0,41,12,0,0,1997.380005,395.3000183,8048.780518,912.8199158,6979.310303,53,65,7,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,2,2,1,1,11,2,2,1,1,1,9,7,5,7,11,0,1,1,9,172,85,4,10,47,11,7,61,68,1,0,0,0,31,23,1,3,48,29,51,0,180,64,0,2,4,0.414439321,11,32.89159775,18333.58984,1,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics
395516,Cesar MONTES,C. MONTES,Defender,DF,24/02/1997,29,Older,3,4,349.6,87.4,0,0,1,1,0.00%,170,156,91.80%,4,1.03,4,1.03,0.06,0.00x,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,2,5.296249866,1,2,0,2,0,14,4,3,1,3131.730194,261.8400021,13456.82983,977.9700089,13284.81982,47,60,9,3,0,0,0,0,0,0,0,0,0,1,0,0,60,5,9,35,27,20,21,40,5,2,0,0,0,20,11,4,6,31,2,5,0,15,361,125,12,2,1,23,13,13,26,0,0,0,0,17,3,1,1,22,148,23,1,267,84,0,1,0,0.210142931,0,30.78854179,31113.19092,0,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics
448607,Chadi RIAD,RIAD,Defender,DF,17/06/2003,22,Younger,18,4,390,97.5,0,1,1,0,0.00%,226,212,93.80%,0,0,1,0.23,0.12,0.00x,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7,1,3.94024682,6,1,0,0,0,30,12,1,0,4159.269958,315.5400085,17145.11011,1341.329987,15634.07031,54,70,7,2,0,0,0,0,0,0,0,0,0,1,1,0,39,1,10,25,18,13,14,25,1,0,0,0,0,13,7,2,2,25,0,5,0,11,464,135,6,0,3,74,48,29,77,0,0,0,0,40,2,0,1,21,204,22,0,393,99,0,1,1,0.464457713,1,32.88323593,38595.32031,0,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics
356532,Chancel MBEMBA,MBEMBA,Defender,DF,8/08/1994,31,Older,22,4,409.6,102.4,0,1,1,0,0.00%,162,130,80.20%,1,0.22,2,0.44,0.05,0.00x,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,5,3,5.400306702,4,3,0,4,0,23,12,11,0,4060.039917,511.7800217,13862.2998,1584.419922,16885.96973,46,74,9,16,0,0,0,0,0,0,0,0,0,0,5,0,92,2,22,48,31,20,24,56,7,3,1,1,4,37,22,9,9,46,0,11,2,27,340,156,6,2,1,32,12,23,35,0,0,0,0,25,11,0,4,31,119,35,0,347,135,0,0,2,0.321013201,2,32.24974823,36904.51074,1,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics
522282,CHO Wije,WIJE,Defender,DF,25/08/2001,24,Younger,14,0,0,,0,0,0,0,,0,0,,0,,0,,0,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics
419062,Chris RICHARDS,RICHARDS,Defender,DF,28/03/2000,26,Younger,3,4,420,105,0,0,1,0,0.00%,291,277,95.20%,8,1.71,3,0.64,0.06,0.00x,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,2,4.908599854,2,2,0,0,0,22,11,1,0,5923.030029,276.9300194,20699.66016,1326.629959,14660.74023,67,78,4,1,0,0,0,0,0,0,0,0,0,1,0,0,43,2,1,21,17,17,18,30,2,0,0,0,0,20,13,13,17,20,0,0,0,16,597,160,8,2,1,29,21,11,32,0,0,0,0,13,1,0,3,36,252,39,0,486,97,0,0,0,0.404756989,0,30.65311813,42886.99023,1,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics
486260,Christopher OPERI,OPERI,Defender,DF,29/04/1997,29,Older,13,1,100.3,100.3,0,0,0,0,,78,70,89.70%,2,1.79,0,0,0,,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.602475286,1,0,0,1,0,20,3,2,0,1469,188.5500031,4588.099609,657.0200195,3795.749756,39,45,4,2,0,0,0,0,0,0,0,0,0,0,0,0,37,2,3,13,10,8,8,27,3,1,0,1,0,21,16,14,16,20,1,1,0,16,157,56,2,10,2,3,10,5,15,0,0,0,0,5,10,0,0,29,43,29,0,142,55,0,0,1,0.154398918,7,30.84474754,10698.41992,0,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics
431196,Cristian ROMERO,ROMERO,Defender,DF,27/04/1998,28,Older,13,7,686,98,1,0,3,2,33.30%,430,415,96.50%,9,1.18,3,0.39,0.41,2.45x,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,2,1,0,0,0,0,0,3,2,1,0,0,8,0,4.433843732,8,0,0,0,0,52,22,10,0,5175.129913,303.6399899,19232.65991,1305.710022,31654.63989,182,197,11,12,0,0,0,0,0,5,0,1,0,3,2,0,106,1,11,66,60,50,54,95,1,0,0,0,0,39,35,25,27,67,0,10,0,60,905,299,19,6,2,29,24,13,37,0,0,0,0,22,4,1,9,65,343,74,0,415,108,0,5,3,1.920460185,2,32.34606171,57671.7793,2,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics
494345,Dan BURN,BURN,Defender,DF,9/05/1992,34,Older,15,3,59.2,19.7,0,0,0,0,,4,2,50.00%,1,1.52,0,0,0,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.161094844,0,0,0,0,0,1,0,0,0,528.210022,62.8399992,2626.829956,132.9400024,2414.300079,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,2,0,0,0,1,2,0,0,0,5,0,0,0,0,9,4,0,3,1,1,2,3,5,0,0,0,0,2,1,0,0,3,2,3,0,48,14,3,0,0,1.385937199,0,30.79081726,5765.119995,0,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics
494429,Danial IRI,DANIAL,Defender,DF,26/10/2003,22,Younger,25,0,0,,0,0,0,0,,0,0,,0,,0,,0,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics
431200,Daniel MUNOZ,D. MUÑOZ,Defender,DF,26/05/1996,30,Older,2,5,451.6,90.3,2,0,3,2,66.70%,213,194,91.10%,9,1.79,1,0.2,0.64,3.11x,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,2,0,1,3,2,1,0,0,2,0,6.529381943,1,0,0,9,2,64,20,2,0,7120.140289,957.8000107,20290.20059,2975.01001,16270.19958,80,100,11,2,0,0,0,0,0,0,0,2,0,0,0,0,37,3,1,21,15,14,17,24,5,1,1,2,0,11,8,7,7,24,0,1,0,13,461,201,19,135,109,94,53,285,338,3,0,0,0,75,38,8,5,47,153,52,0,598,221,1,0,0,1.758277208,32,31.56831741,47613.34985,0,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics
